CODE_GENDER_ENC,FLAG_OWN_CAR_ENC,FLAG_OWN_REALTY_ENC,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE_ENC,NAME_EDUCATION_TYPE_ENC,NAME_FAMILY_STATUS_ENC,NAME_HOUSING_TYPE_ENC,AGE_YEARS,EMPLOYMENT_YEARS,IS_CURRENTLY_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE_ENC,CNT_FAM_MEMBERS,TARGET
0,0,1,1,251400.0,4,4,1,1,31,14.4,1,0,1,0,0,3,1
0,1,1,0,158900.0,2,1,1,5,49,16.3,1,0,0,0,7,2,0
1,0,0,2,89400.0,1,4,2,1,45,0.0,0,0,0,0,0,3,1
0,0,1,1,263800.0,0,1,1,1,37,9.6,1,0,1,1,3,3,1
0,0,1,1,189600.0,4,4,1,4,57,21.4,1,1,1,0,1,3,0
0,0,1,0,190600.0,4,1,3,1,26,15.3,1,0,0,0,8,1,0
0,0,0,2,147800.0,2,4,3,5,66,13.7,1,0,0,0,0,3,0
0,0,1,0,250900.0,2,4,1,1,34,11.8,1,1,1,0,4,2,0
1,0,0,3,171600.0,4,2,1,4,39,15.2,1,0,1,0,4,5,0
1,0,1,0,188000.0,1,4,1,1,57,0.0,0,0,1,1,8,2,0
0,1,1,1,215500.0,4,4,1,1,63,24.0,1,1,0,1,2,3,0
1,0,0,0,202100.0,4,1,4,3,32,14.7,1,1,0,0,8,1,0
0,0,1,1,230500.0,0,0,1,4,39,3.5,1,0,1,0,7,3,0
0,0,1,0,321800.0,0,4,1,1,41,23.8,1,1,1,0,0,2,0
1,0,1,0,124700.0,1,4,3,1,49,0.0,0,0,0,0,1,1,1
1,0,1,0,121300.0,4,1,3,3,48,17.9,1,0,1,0,8,1,0
0,1,1,0,119200.0,4,4,3,0,37,16.0,1,0,0,0,8,1,0
1,0,1,0,206600.0,4,4,1,1,69,2.5,1,0,0,0,7,2,0
0,0,1,0,122800.0,4,2,2,1,22,8.6,1,0,0,0,0,1,0
1,0,1,2,176100.0,4,4,1,1,26,4.4,1,0,0,0,8,4,0
0,0,1,0,246600.0,4,1,1,1,45,22.8,1,0,0,1,4,2,0
1,1,1,1,199200.0,4,1,0,1,39,8.4,1,0,0,0,5,3,0
0,0,0,0,134500.0,4,3,1,1,26,12.6,1,1,0,0,2,2,0
0,1,0,1,358400.0,0,0,2,3,21,16.1,1,0,0,0,7,2,0
0,1,1,0,286000.0,0,1,1,1,66,15.6,1,0,0,0,5,2,0
1,0,1,3,325500.0,0,1,2,4,54,14.9,1,0,0,1,1,4,0
0,1,0,2,37100.0,4,1,1,4,41,19.8,1,0,0,0,4,4,0
0,0,1,0,200800.0,4,4,2,2,41,13.9,1,1,0,0,2,1,0
1,1,1,2,233100.0,4,4,3,1,64,9.9,1,0,0,0,8,3,0
1,1,0,0,287100.0,4,0,3,1,69,7.9,1,0,1,1,7,1,0
1,0,1,1,87800.0,4,4,1,1,47,18.3,1,0,1,1,8,3,0
0,0,1,0,256000.0,4,4,4,4,43,3.6,1,0,0,0,8,1,0
0,0,0,0,378100.0,0,2,1,1,56,13.8,1,0,0,0,1,2,0
0,0,0,0,30000.0,3,1,1,1,56,0.7,1,0,1,0,8,2,1
1,0,1,1,210200.0,4,4,0,1,52,12.0,1,1,0,1,7,3,0
1,1,1,0,145900.0,1,4,1,1,59,0.0,0,0,1,1,0,2,1
0,1,1,1,159400.0,4,4,1,3,65,9.8,1,1,0,1,1,3,0
0,1,0,0,198800.0,0,3,3,1,37,23.7,1,0,1,0,8,1,0
0,0,1,0,296100.0,0,3,1,1,34,21.3,1,0,0,0,6,2,0
1,0,1,1,125600.0,2,4,0,1,42,5.9,1,1,1,0,6,3,0
0,0,0,2,166300.0,4,2,3,2,37,13.9,1,0,0,1,4,3,0
1,0,1,2,231200.0,4,4,1,1,49,19.5,1,0,1,0,4,4,0
1,0,1,1,290500.0,4,1,1,4,68,5.7,1,0,0,0,6,3,0
0,1,1,1,213900.0,4,4,0,1,68,10.4,1,0,0,0,6,3,0
0,1,1,1,167500.0,2,1,0,1,58,4.8,1,1,0,0,1,3,0
0,0,1,0,98300.0,1,4,1,1,46,0.0,0,0,1,0,6,2,0
1,0,0,0,155100.0,0,4,1,1,51,3.3,1,0,1,0,4,2,0
1,0,0,0,333200.0,0,4,1,1,54,0.1,1,0,1,0,2,2,0
0,1,1,0,113600.0,1,4,3,1,47,0.0,0,1,1,0,2,1,0
0,0,1,0,252500.0,4,0,3,1,37,8.9,1,0,0,0,6,1,0
1,1,1,4,159200.0,4,0,1,1,43,11.9,1,0,0,0,6,6,0
1,1,1,0,92700.0,1,2,0,1,54,0.0,0,1,1,0,5,2,1
1,0,1,1,206500.0,4,4,2,1,38,18.9,1,0,0,0,1,2,0
0,1,0,1,175200.0,4,4,1,1,41,20.8,1,1,1,1,3,3,1
1,0,1,0,104100.0,4,4,3,1,40,5.4,1,0,0,1,5,1,0
1,1,1,0,392700.0,0,4,0,1,52,21.2,1,1,1,0,1,2,0
1,0,1,0,187300.0,0,4,4,1,32,20.0,1,1,0,0,7,1,0
1,0,1,1,238400.0,4,1,1,1,24,19.4,1,0,1,0,7,3,0
1,1,1,4,310700.0,0,4,1,1,29,21.1,1,0,0,1,0,6,1
0,0,1,0,67100.0,1,2,4,1,31,0.0,0,1,1,0,1,1,1
1,1,1,2,103900.0,2,1,1,1,69,14.9,1,0,1,0,8,4,1
0,0,0,0,214700.0,0,4,1,4,50,8.7,1,0,0,0,7,2,1
1,1,1,1,83600.0,1,1,1,4,65,0.0,0,0,1,0,6,3,0
0,1,1,1,192500.0,1,4,3,1,46,0.0,0,0,0,0,1,2,0
0,1,1,0,167400.0,4,4,1,1,52,7.5,1,0,0,1,2,2,0
0,1,0,0,236100.0,4,4,2,1,48,22.0,1,1,0,1,1,1,0
0,0,1,0,212400.0,4,1,1,1,60,14.5,1,1,0,0,4,2,0
1,1,1,0,196600.0,4,4,3,1,57,14.5,1,1,1,0,7,1,0
1,1,1,1,182500.0,4,1,1,1,62,12.2,1,0,0,0,0,3,0
0,0,0,0,257900.0,4,4,1,1,67,6.4,1,0,0,0,5,2,0
0,1,1,1,128000.0,4,4,1,1,61,23.7,1,1,1,0,8,3,0
0,0,1,0,288800.0,4,4,4,1,36,19.0,1,0,0,1,8,1,0
0,0,1,2,98900.0,4,1,1,4,68,3.0,1,0,0,1,0,4,0
0,0,1,2,305600.0,0,1,3,1,28,2.8,1,1,0,0,7,3,0
0,0,1,2,61000.0,1,1,0,1,23,0.0,0,0,0,0,0,4,1
1,0,1,0,213500.0,0,4,1,1,23,15.8,1,0,0,0,1,2,0
0,1,0,0,185900.0,4,4,3,1,30,24.5,1,0,0,0,3,1,0
0,0,1,2,149300.0,4,1,1,1,32,3.8,1,0,0,0,6,4,1
1,0,1,0,168600.0,4,4,3,1,35,2.1,1,1,0,0,0,1,0
0,0,1,0,92600.0,4,4,1,1,67,17.0,1,0,0,0,1,2,0
1,0,1,0,78500.0,1,4,0,1,47,0.0,0,0,1,0,0,2,0
0,0,1,1,211400.0,4,1,3,1,66,9.3,1,0,1,0,7,2,0
1,0,0,1,121200.0,1,1,1,4,31,0.0,0,0,0,0,8,3,1
0,0,0,1,182000.0,0,4,1,1,26,13.7,1,1,1,0,8,3,0
0,0,1,0,263400.0,4,1,1,1,32,13.3,1,0,0,1,2,2,0
1,0,1,0,103100.0,4,1,2,5,38,17.6,1,0,0,0,7,1,0
0,1,1,2,157200.0,4,4,1,1,45,15.5,1,0,0,1,4,4,0
0,0,0,0,148100.0,4,4,1,1,54,12.0,1,0,0,0,0,2,0
0,0,0,0,291700.0,0,1,1,1,46,13.3,1,1,0,0,0,2,0
1,1,0,1,162700.0,2,1,4,1,44,1.3,1,0,1,0,5,2,0
1,1,0,0,115500.0,1,4,3,1,36,0.0,0,0,0,0,3,1,0
1,0,1,0,56700.0,2,1,1,1,56,7.5,1,1,1,1,4,2,0
0,1,1,0,234500.0,4,1,3,1,56,23.2,1,0,0,0,5,1,0
0,1,0,0,166300.0,4,1,4,1,41,0.4,1,0,0,0,8,1,1
0,0,1,0,187300.0,4,4,3,5,50,6.4,1,0,1,0,2,1,0
0,1,1,2,132800.0,4,4,1,1,69,20.6,1,1,0,1,6,4,0
0,0,1,0,122900.0,4,1,1,1,40,20.9,1,0,0,0,2,2,0
0,1,1,0,365900.0,0,1,1,5,62,5.6,1,0,0,0,4,2,0
1,1,1,1,68300.0,4,4,1,1,39,13.1,1,0,0,1,1,3,0
0,0,1,3,101000.0,2,1,1,2,31,5.7,1,0,1,0,1,5,1
1,0,0,0,242900.0,2,1,3,2,34,10.1,1,0,0,1,7,1,0
0,1,1,2,220400.0,4,1,2,0,56,1.7,1,0,1,0,0,3,0
0,1,1,1,106300.0,1,4,0,1,36,0.0,0,1,1,1,5,3,1
0,0,0,0,258500.0,4,1,1,1,23,19.8,1,0,0,0,7,2,0
1,1,1,0,208200.0,4,1,3,5,42,16.9,1,1,0,1,7,1,0
1,1,1,0,129800.0,1,4,3,1,63,0.0,0,0,1,0,0,1,0
1,1,1,1,194200.0,4,4,1,1,25,19.3,1,1,0,0,7,3,0
1,0,1,0,139500.0,1,4,1,1,22,0.0,0,0,0,0,7,2,0
1,0,1,0,282500.0,0,1,1,5,32,7.3,1,0,0,0,0,2,0
0,0,0,1,212200.0,1,4,1,1,65,0.0,0,0,0,0,2,3,0
0,0,1,0,37300.0,3,0,1,1,22,0.2,1,0,1,0,7,2,0
1,0,1,2,169700.0,4,2,1,1,57,21.5,1,1,0,0,8,4,1
1,0,1,2,102100.0,4,2,1,1,39,12.4,1,0,0,0,5,4,0
1,0,1,0,176700.0,4,1,1,1,44,21.3,1,1,0,0,3,2,1
0,1,0,3,297400.0,4,2,2,1,25,2.8,1,0,0,0,0,4,0
0,0,1,0,242000.0,4,4,4,1,46,1.5,1,1,0,0,6,1,0
0,0,1,0,97200.0,1,1,4,1,48,0.0,0,0,0,1,5,1,1
0,0,0,0,181900.0,4,4,2,1,55,12.6,1,0,0,1,7,1,0
0,1,1,1,87400.0,2,4,4,1,39,21.0,1,0,1,0,8,2,0
0,1,0,1,158600.0,0,4,3,3,51,8.5,1,0,0,0,8,2,0
1,0,1,0,189400.0,4,1,4,1,39,6.1,1,0,0,0,2,1,0
0,0,1,0,148800.0,4,4,3,2,63,4.8,1,1,0,0,1,1,0
1,0,0,0,114200.0,4,1,0,0,64,16.2,1,1,0,0,4,2,1
0,1,0,2,210900.0,4,3,1,1,39,20.1,1,1,1,0,7,4,0
1,0,1,2,233100.0,0,4,3,1,40,19.2,1,1,0,0,6,3,0
0,0,1,1,81200.0,4,1,2,4,62,4.0,1,0,0,0,8,2,0
0,0,1,1,65700.0,0,1,1,1,37,5.9,1,1,0,0,2,3,0
0,0,1,1,144100.0,4,4,1,3,32,7.8,1,0,0,0,6,3,0
0,0,0,0,53300.0,1,3,1,1,55,0.0,0,0,1,1,1,2,1
1,0,1,0,41500.0,1,2,3,5,46,0.0,0,0,0,1,0,1,0
1,0,1,1,251100.0,4,4,3,4,28,3.9,1,0,0,0,7,2,0
1,0,0,0,173800.0,4,4,1,5,60,4.9,1,0,1,0,5,2,0
1,1,1,0,217700.0,0,0,1,1,45,13.4,1,1,0,0,1,2,0
0,1,1,3,149400.0,2,3,2,1,45,23.2,1,1,0,0,7,4,0
1,0,0,2,108300.0,4,4,3,2,65,24.9,1,1,0,1,4,3,1
0,0,0,0,205900.0,4,4,1,5,42,10.8,1,1,0,0,3,2,0
0,0,0,1,171800.0,4,1,0,1,33,14.8,1,0,0,0,6,3,0
0,0,1,3,132300.0,4,4,1,1,62,12.4,1,0,0,0,1,5,0
1,1,0,0,141700.0,4,3,1,1,35,1.6,1,0,1,0,0,2,1
0,0,1,0,102700.0,4,1,2,1,43,4.6,1,0,1,0,0,1,1
0,0,1,0,205900.0,0,1,2,1,48,5.8,1,1,1,0,8,1,0
0,1,0,0,164900.0,4,4,1,1,68,10.1,1,0,0,1,5,2,0
0,1,1,2,152800.0,4,1,1,4,33,8.8,1,1,0,0,6,4,0
0,0,0,0,183500.0,4,4,1,1,52,14.6,1,0,0,0,3,2,0
1,1,1,0,116700.0,1,4,2,1,31,0.0,0,0,0,0,1,1,0
0,0,1,0,194500.0,4,1,2,2,64,5.7,1,0,1,0,3,1,1
1,1,0,0,212800.0,2,1,1,1,34,15.3,1,0,1,0,0,2,0
1,0,1,0,217400.0,4,1,1,1,55,15.8,1,0,0,0,6,2,0
1,0,1,1,240100.0,4,2,1,4,67,1.4,1,0,1,0,6,3,0
1,0,1,0,126600.0,4,4,2,5,63,15.5,1,0,0,0,6,1,0
1,0,0,1,197300.0,0,4,1,1,55,11.1,1,0,0,1,6,3,0
1,0,1,1,294900.0,0,1,1,2,60,5.7,1,0,0,1,3,3,0
0,1,1,0,296400.0,0,4,3,5,43,21.8,1,0,1,0,4,1,0
0,1,1,1,91500.0,1,1,1,2,60,0.0,0,0,0,0,5,3,0
0,0,0,1,291400.0,0,1,1,1,33,19.0,1,1,0,0,1,3,0
1,0,0,0,120600.0,4,3,1,1,26,16.3,1,0,0,1,0,2,0
1,0,0,0,140200.0,1,1,3,1,49,0.0,0,0,1,1,4,1,1
0,1,1,1,237800.0,0,4,0,1,62,11.9,1,0,0,1,2,3,0
1,1,1,3,92800.0,4,4,1,1,35,17.5,1,1,0,0,6,5,1
1,1,1,0,203500.0,0,4,1,1,25,0.4,1,0,0,1,5,2,0
0,0,1,0,423300.0,0,4,1,1,53,8.0,1,0,0,0,0,2,0
1,0,1,0,192800.0,4,4,1,1,60,0.7,1,0,0,0,2,2,0
0,0,0,0,324900.0,4,4,1,1,22,2.0,1,1,0,0,4,2,0
0,0,0,1,89000.0,4,0,3,5,53,25.0,1,1,1,0,1,2,0
1,1,1,0,227300.0,4,4,4,1,45,24.4,1,0,0,0,2,1,0
1,1,1,0,30000.0,4,1,0,1,47,7.9,1,0,1,0,0,2,1
0,1,0,0,180000.0,4,4,3,5,68,2.3,1,0,1,0,0,1,0
0,0,1,0,219800.0,4,4,3,1,45,5.1,1,1,1,0,7,1,0
1,1,1,0,232800.0,4,4,2,1,25,7.9,1,1,1,0,8,1,0
0,0,1,0,115200.0,2,4,3,1,63,12.3,1,0,0,1,5,1,0
1,1,1,0,245500.0,4,1,3,1,60,2.2,1,0,0,0,8,1,0
0,0,0,2,146400.0,4,1,1,1,24,7.7,1,0,1,1,6,4,0
0,0,1,2,169700.0,4,1,1,0,34,17.5,1,1,1,0,7,4,0
1,0,1,0,101800.0,1,1,1,1,37,0.0,0,1,0,0,6,2,1
1,0,1,0,108400.0,4,2,2,1,61,12.3,1,1,0,0,1,1,1
1,0,0,0,278900.0,4,2,3,1,47,6.4,1,0,0,0,4,1,0
1,1,1,0,183000.0,4,1,1,1,56,13.8,1,0,0,0,2,2,0
1,0,1,0,55200.0,3,4,3,1,54,0.4,1,0,1,0,1,1,0
0,0,0,0,327800.0,0,0,1,4,30,18.6,1,1,0,0,8,2,0
1,1,0,1,119000.0,4,3,2,1,42,8.3,1,1,0,1,7,2,1
0,1,0,0,256600.0,4,1,1,1,61,18.3,1,0,0,0,8,2,0
0,0,0,0,211700.0,4,1,3,5,42,24.7,1,0,1,0,4,1,0
0,0,1,1,114400.0,4,4,3,1,48,21.9,1,1,0,0,7,2,0
0,0,1,1,138900.0,1,1,4,1,68,0.0,0,1,1,0,1,2,0
1,0,1,0,115600.0,4,2,1,1,40,24.5,1,0,1,0,3,2,0
0,1,1,0,374900.0,0,1,2,3,69,16.5,1,0,1,0,0,1,0
0,1,0,0,231300.0,4,1,1,1,22,16.2,1,0,0,0,7,2,0
1,0,0,0,234000.0,0,4,1,0,43,10.2,1,0,0,0,6,2,0
1,1,0,0,259700.0,4,4,1,1,54,18.5,1,0,1,0,3,2,0
0,0,1,0,80300.0,4,1,3,1,68,20.3,1,0,1,0,5,1,0
1,0,0,0,177100.0,0,4,1,4,36,22.1,1,0,0,0,5,2,0
1,1,0,1,164100.0,4,1,1,1,48,23.8,1,0,0,0,5,3,0
1,0,1,1,427800.0,0,1,3,1,34,24.6,1,1,0,0,1,2,0
1,1,0,0,75000.0,1,4,1,1,21,0.0,0,1,0,0,0,2,1
0,0,1,0,72400.0,4,4,1,1,61,13.1,1,0,0,0,4,2,0
0,1,1,0,79100.0,2,2,1,1,35,20.6,1,0,0,0,2,2,1
0,0,0,0,237100.0,4,4,2,1,35,4.8,1,0,0,0,5,1,0
1,1,0,0,142600.0,4,4,3,1,45,19.2,1,0,0,0,1,1,0
1,0,1,2,226600.0,0,1,1,4,63,5.9,1,0,0,1,7,4,0
0,0,1,1,304100.0,0,2,3,1,25,5.3,1,1,0,0,4,2,0
1,1,0,2,170000.0,4,2,1,1,28,3.7,1,0,1,0,5,4,0
1,0,0,1,128600.0,1,1,1,1,42,0.0,0,0,0,1,3,3,1
0,1,0,3,190000.0,2,1,1,2,59,7.4,1,0,1,0,5,5,0
1,0,1,1,152900.0,4,2,2,1,58,1.6,1,0,1,1,5,2,0
0,1,1,3,150700.0,2,1,4,1,59,9.0,1,0,0,0,1,4,0
1,0,1,0,260300.0,0,1,1,4,66,1.2,1,1,1,0,7,2,0
1,1,1,0,208600.0,2,4,1,1,63,1.0,1,0,0,0,7,2,0
1,0,1,1,130100.0,4,4,1,1,34,17.1,1,1,0,0,4,3,0
0,1,1,4,30000.0,1,1,3,1,39,0.0,0,0,0,0,4,5,0
0,0,1,0,222800.0,4,4,1,1,46,21.4,1,1,1,1,6,2,0
0,1,1,0,159000.0,1,4,0,1,58,0.0,0,1,0,0,7,2,0
0,0,0,0,256800.0,0,0,1,4,53,23.3,1,0,1,0,8,2,0
1,0,1,1,196900.0,4,4,3,1,66,20.6,1,1,1,1,8,2,0
0,1,1,0,144400.0,4,4,1,1,32,9.9,1,0,0,0,1,2,0
0,0,1,1,141000.0,1,4,2,1,49,0.0,0,1,0,0,7,2,1
0,1,1,3,311700.0,0,1,1,1,32,18.9,1,0,0,0,1,5,0
1,1,1,2,183600.0,4,3,3,1,49,19.4,1,1,1,0,0,3,1
0,0,0,0,336900.0,4,1,3,2,61,13.7,1,1,0,0,1,1,0
1,0,0,0,54300.0,1,2,3,4,61,0.0,0,1,0,0,3,1,1
1,0,1,0,190300.0,4,2,1,1,66,8.0,1,1,0,0,8,2,0
0,1,1,0,106000.0,4,3,1,1,40,9.8,1,0,0,0,4,2,0
0,1,1,0,209300.0,2,4,3,1,54,17.9,1,0,0,0,3,1,0
1,1,0,1,80400.0,4,1,0,3,66,16.0,1,0,0,0,1,3,0
1,0,1,0,96000.0,4,4,1,1,50,20.5,1,0,1,0,0,2,0
0,0,1,2,140100.0,4,4,1,1,49,17.3,1,0,1,0,7,4,0
0,0,0,3,174900.0,2,1,1,1,59,12.1,1,0,0,0,4,5,0
0,1,0,0,142500.0,4,4,3,0,67,8.9,1,1,0,0,5,1,0
0,1,0,4,190800.0,0,1,0,1,60,3.5,1,1,0,0,2,6,0
0,1,0,1,112400.0,1,4,3,1,22,0.0,0,1,0,1,7,2,1
1,1,0,0,164700.0,4,4,1,5,46,20.5,1,1,0,0,8,2,0
0,1,1,0,182500.0,1,4,1,1,21,0.0,0,0,1,1,3,2,0
1,0,1,0,223200.0,4,2,0,1,48,3.3,1,0,0,0,2,2,0
1,0,0,0,212700.0,0,1,1,1,28,22.5,1,1,0,0,2,2,0
0,0,0,1,312100.0,4,0,1,1,51,5.7,1,0,1,0,1,3,0
1,0,0,0,281300.0,0,2,1,1,59,20.3,1,0,1,1,2,2,0
0,1,1,1,119000.0,4,1,1,1,39,19.9,1,0,0,1,8,3,0
0,0,1,0,196200.0,4,4,0,2,33,5.0,1,0,1,0,1,2,0
0,1,1,0,190000.0,2,1,1,3,36,13.1,1,0,1,0,3,2,0
0,0,1,1,136700.0,4,1,1,5,43,9.7,1,1,0,0,4,3,0
0,0,1,1,75800.0,1,1,1,5,31,0.0,0,1,1,0,3,3,0
0,1,0,0,185400.0,4,4,3,1,44,16.9,1,1,0,0,6,1,0
0,0,1,0,157300.0,4,1,1,1,30,16.5,1,0,0,1,8,2,1
1,1,0,2,182100.0,1,4,0,1,25,0.0,0,0,0,0,0,4,1
0,0,0,1,226700.0,4,3,1,1,32,18.5,1,0,0,0,8,3,1
1,0,1,0,93100.0,1,1,1,1,56,0.0,0,1,0,0,3,2,1
0,1,1,0,206800.0,4,4,1,5,46,13.6,1,1,0,0,0,2,0
0,0,1,0,259800.0,4,4,4,1,48,21.0,1,0,1,0,8,1,0
0,0,0,0,122900.0,0,1,1,1,36,10.8,1,0,1,0,2,2,0
1,0,0,1,115600.0,4,1,3,5,22,16.6,1,1,0,1,8,2,1
1,1,0,2,179300.0,4,1,2,4,46,18.7,1,0,0,0,5,3,0
0,0,0,1,243000.0,0,1,1,1,24,14.9,1,0,1,0,2,3,0
1,1,1,0,176700.0,4,1,3,1,49,10.5,1,0,0,0,0,1,0
1,1,0,2,160400.0,4,4,1,1,36,3.8,1,1,1,0,5,4,1
1,1,0,0,106300.0,1,3,1,3,42,0.0,0,1,1,1,5,2,1
0,1,0,3,136100.0,1,1,1,1,63,0.0,0,0,1,0,1,5,1
0,1,1,0,251400.0,4,4,0,4,26,20.8,1,0,0,1,2,2,0
1,0,0,0,199600.0,0,4,1,4,48,21.3,1,0,0,0,8,2,0
1,1,1,1,444800.0,0,4,1,5,31,1.2,1,0,0,0,5,3,0
1,1,0,0,303500.0,4,4,1,2,62,11.6,1,0,0,0,6,2,0
0,1,1,2,263700.0,4,1,1,1,67,19.6,1,0,1,0,5,4,0
0,0,1,1,48700.0,3,4,2,4,41,0.9,1,0,1,0,3,2,1
1,0,1,0,306500.0,4,2,1,5,46,9.6,1,0,1,1,8,2,0
1,1,1,1,215600.0,0,1,2,1,59,17.2,1,0,0,0,4,2,0
1,1,1,0,85000.0,1,4,0,1,67,0.0,0,0,1,1,5,2,1
0,1,0,0,195800.0,0,4,0,1,42,23.1,1,1,1,0,3,2,0
0,1,1,4,77900.0,1,1,1,2,50,0.0,0,0,0,0,7,6,1
1,1,1,2,187700.0,4,4,1,2,50,24.2,1,0,0,1,2,4,0
1,0,1,0,198900.0,4,4,1,2,53,15.0,1,0,1,0,0,2,1
1,1,1,0,128400.0,1,4,1,1,60,0.0,0,0,0,0,4,2,0
0,0,1,0,179200.0,4,4,1,1,50,8.2,1,0,1,0,6,2,0
1,1,1,2,251200.0,0,4,1,1,57,12.7,1,1,1,0,5,4,0
0,0,1,3,289400.0,4,4,4,1,50,18.9,1,0,1,0,6,4,0
0,0,0,0,146000.0,1,2,1,1,46,0.0,0,0,0,1,7,2,1
1,0,1,2,317500.0,0,4,1,1,26,18.5,1,0,0,0,8,4,0
1,1,1,0,192000.0,4,1,3,1,24,8.9,1,0,1,0,5,1,0
1,1,1,0,78200.0,4,4,1,1,35,13.8,1,0,0,0,3,2,0
0,0,0,3,87600.0,0,4,1,1,56,0.9,1,0,0,1,8,5,0
0,0,1,0,311200.0,4,1,1,1,23,8.1,1,0,0,0,7,2,0
0,0,1,0,195300.0,0,4,1,1,36,23.8,1,0,0,0,8,2,0
0,0,1,1,188200.0,0,4,1,2,36,4.1,1,1,1,1,0,3,0
1,0,1,0,195500.0,4,1,1,1,60,0.3,1,0,0,0,0,2,0
0,1,1,0,143100.0,1,4,1,5,47,0.0,0,1,0,0,2,2,1
0,0,1,3,222600.0,4,4,1,1,26,1.8,1,1,0,0,3,5,0
1,1,1,1,291800.0,4,4,1,1,41,16.1,1,0,0,0,4,3,0
0,1,1,2,274500.0,4,4,3,4,33,7.3,1,0,0,0,8,3,0
0,0,1,0,171900.0,0,4,1,1,29,19.3,1,0,0,0,8,2,0
0,1,0,0,214200.0,2,0,1,3,61,7.0,1,0,1,0,1,2,0
0,0,0,3,155800.0,4,1,2,1,63,23.2,1,1,0,0,4,4,1
0,1,1,0,171300.0,4,1,3,1,28,23.6,1,1,0,0,7,1,0
0,0,1,0,111100.0,4,1,1,2,48,9.4,1,0,1,0,5,2,0
1,0,0,0,48900.0,1,1,4,5,65,0.0,0,0,1,0,6,1,1
1,0,0,0,178000.0,4,1,3,1,39,14.4,1,0,0,1,0,1,1
0,1,1,0,159700.0,0,1,1,4,49,0.5,1,1,0,0,3,2,1
1,0,0,2,238500.0,4,4,4,1,51,21.7,1,0,1,0,4,3,0
1,0,1,4,108200.0,1,4,1,1,53,0.0,0,1,0,0,8,6,1
1,0,1,1,265900.0,0,2,4,2,69,8.7,1,1,0,0,2,2,0
1,1,1,2,236600.0,2,2,1,1,26,24.5,1,0,0,0,4,4,0
0,0,1,2,86400.0,4,4,1,1,64,21.6,1,0,1,0,4,4,0
0,0,1,1,134300.0,4,1,3,2,24,3.3,1,0,0,0,7,2,0
1,0,1,0,127600.0,1,1,1,5,36,0.0,0,0,0,0,4,2,1
1,0,0,0,266300.0,0,4,1,1,23,3.5,1,0,0,0,5,2,0
1,0,1,0,249500.0,4,3,0,4,45,0.6,1,1,1,0,6,2,0
0,1,1,0,208600.0,2,1,1,2,37,21.1,1,0,0,0,7,2,0
0,1,1,0,186100.0,4,1,2,1,42,13.4,1,0,0,1,3,1,0
1,1,1,0,199100.0,4,4,1,2,38,18.4,1,0,1,0,6,2,0
0,0,1,0,200900.0,4,4,2,1,52,7.0,1,0,1,0,3,1,0
0,0,0,0,116500.0,0,4,1,1,38,8.9,1,0,1,0,6,2,0
0,1,1,0,113400.0,1,4,1,3,46,0.0,0,0,0,1,0,2,1
0,0,1,0,195700.0,4,1,1,5,45,16.5,1,0,0,0,7,2,1
1,0,0,2,208900.0,4,2,3,1,48,0.6,1,1,1,1,7,3,1
0,0,1,0,162400.0,0,1,1,1,60,19.2,1,1,0,1,1,2,0
0,1,0,2,100100.0,4,4,1,1,43,6.7,1,1,1,1,2,4,1
0,1,1,3,146900.0,2,4,1,1,28,16.9,1,0,0,1,1,5,0
0,1,1,1,202600.0,1,1,1,4,33,0.0,0,0,0,0,3,3,0
0,1,1,1,128400.0,4,4,1,2,64,15.1,1,0,1,0,5,3,0
0,1,1,3,254000.0,4,0,3,5,67,9.6,1,0,0,0,6,4,0
1,1,1,0,248700.0,2,1,1,1,30,18.8,1,0,1,0,5,2,0
0,0,0,4,182900.0,4,2,1,1,61,18.2,1,1,0,0,3,6,0
0,1,0,2,137200.0,4,4,2,4,23,14.6,1,0,0,0,4,3,0
0,0,0,1,212300.0,4,1,3,1,30,24.9,1,1,1,1,5,2,0
1,1,0,0,192300.0,4,4,2,1,69,23.8,1,0,0,0,5,1,0
1,1,1,0,83900.0,1,1,2,0,35,0.0,0,1,1,0,3,1,0
1,1,1,1,184700.0,0,4,1,2,44,19.7,1,0,1,0,6,3,0
0,1,1,1,185400.0,2,1,4,1,30,5.0,1,0,0,0,5,2,0
0,0,0,1,238800.0,4,4,1,1,41,5.1,1,0,1,0,5,3,0
1,1,1,0,159700.0,4,1,2,1,66,17.9,1,0,0,1,8,1,0
0,0,1,0,156100.0,2,4,1,1,68,18.2,1,0,1,0,6,2,0
0,0,0,0,148100.0,1,4,1,1,58,0.0,0,1,1,0,3,2,1
0,0,1,0,225500.0,0,1,3,5,59,12.8,1,0,1,0,5,1,0
0,0,1,0,161100.0,4,3,2,5,62,2.7,1,0,0,0,2,1,1
0,0,1,0,88300.0,1,1,3,1,48,0.0,0,0,0,0,1,1,1
0,1,1,0,131300.0,4,1,1,1,61,11.6,1,0,1,0,7,2,0
1,0,0,0,464200.0,0,4,1,2,22,14.4,1,0,0,0,6,2,0
0,1,0,0,223500.0,0,4,0,5,61,4.1,1,0,1,1,1,2,0
0,1,1,3,354700.0,0,4,1,3,24,17.7,1,0,0,0,6,5,0
