ID,MONTHS_BALANCE,STATUS
1001782,-6,X
1001782,-7,C
1001782,-8,0
1001782,-9,X
1001782,-10,1
1001782,-11,0
1001782,-12,C
1001782,-13,X
1001782,-14,C
1001782,-15,1
1001782,-16,C
1001782,-17,X
1001782,-18,1
1001782,-19,C
1001782,-20,X
1001782,-21,C
1001782,-22,0
1001782,-23,X
1001783,0,1
1001783,-1,C
1001783,-2,C
1001783,-3,C
1001783,-4,C
1001783,-5,C
1001783,-6,X
1001783,-7,X
1001783,-8,1
1001783,-9,C
1001783,-10,C
1001783,-11,0
1001783,-12,0
1001784,0,X
1001784,-1,0
1001784,-2,1
1001784,-3,0
1001784,-4,X
1001784,-5,C
1001784,-6,0
1001784,-7,C
1001784,-8,X
1001785,0,X
1001785,-1,C
1001785,-2,C
1001785,-3,C
1001785,-4,X
1001785,-5,C
1001785,-6,1
1001785,-7,X
1001785,-8,0
1001785,-9,C
1001785,-10,C
1001785,-11,0
1001785,-12,X
1001785,-13,0
1001785,-14,C
1001785,-15,X
1001785,-16,X
1001786,0,C
1001786,-1,C
1001786,-2,C
1001786,-3,X
1001786,-4,C
1001786,-5,X
1001786,-6,X
1001786,-7,X
1001786,-8,X
1001786,-9,X
1001786,-10,X
1001786,-11,0
1001787,0,C
1001787,-1,C
1001787,-2,X
1001787,-3,0
1001787,-4,C
1001787,-5,X
1001787,-6,C
1001787,-7,X
1001787,-8,X
1001787,-9,C
1001787,-10,X
1001787,-11,C
1001787,-12,C
1001787,-13,X
1001787,-14,X
1001787,-15,X
1001787,-16,C
1001788,0,4
1001788,-1,C
1001788,-2,C
1001788,-3,X
1001788,-4,0
1001789,0,1
1001789,-1,X
1001789,-2,2
1001789,-3,1
1001789,-4,2
1001789,-5,C
1001789,-6,X
1001789,-7,X
1001789,-8,X
1001789,-9,X
1001789,-10,2
1001789,-11,0
1001789,-12,X
1001789,-13,X
1001789,-14,X
1001789,-15,C
1001789,-16,X
1001790,0,X
1001790,-1,C
1001790,-2,2
1001790,-3,X
1001790,-4,3
1001790,-5,0
1001790,-6,3
1001790,-7,X
1001790,-8,3
1001790,-9,X
1001791,0,X
1001791,-1,X
1001791,-2,0
1001791,-3,2
1001792,0,X
1001792,-1,X
1001792,-2,0
1001792,-3,0
1001792,-4,C
1001792,-5,C
1001792,-6,X
1001792,-7,X
1001792,-8,0
1001792,-9,C
1001792,-10,0
1001792,-11,C
1001792,-12,X
1001792,-13,C
1001792,-14,X
1001792,-15,X
1001792,-16,0
1001792,-17,1
1001792,-18,C
1001792,-19,C
1001792,-20,C
1001792,-21,0
1001793,0,C
1001793,-1,C
1001793,-2,C
1001793,-3,0
1001793,-4,C
1001793,-5,C
1001793,-6,0
1001793,-7,0
1001793,-8,0
1001793,-9,X
1001793,-10,C
1001793,-11,C
1001793,-12,X
1001793,-13,1
1001793,-14,0
1001793,-15,X
1001793,-16,C
1001793,-17,X
1001793,-18,0
1001793,-19,X
1001793,-20,C
1001793,-21,X
1001793,-22,C
1001794,0,C
1001794,-1,C
1001794,-2,0
1001794,-3,X
1001794,-4,C
1001794,-5,1
1001794,-6,X
1001794,-7,X
1001794,-8,X
1001794,-9,C
1001794,-10,X
1001794,-11,C
1001794,-12,X
1001794,-13,C
1001794,-14,0
1001794,-15,X
1001794,-16,C
1001794,-17,0
1001794,-18,X
1001795,0,3
1001795,-1,X
1001795,-2,1
1001795,-3,X
1001795,-4,C
1001795,-5,X
1001795,-6,X
1001796,0,0
1001796,-1,C
1001796,-2,C
1001796,-3,C
1001796,-4,C
1001796,-5,X
1001796,-6,X
1001796,-7,X
1001796,-8,X
1001796,-9,C
1001797,0,C
1001797,-1,C
1001797,-2,1
1001797,-3,C
1001797,-4,C
1001797,-5,X
1001797,-6,X
1001797,-7,C
1001798,0,C
1001798,-1,C
1001798,-2,0
1001798,-3,0
1001798,-4,0
1001798,-5,X
1001798,-6,C
1001798,-7,C
1001798,-8,X
1001798,-9,1
1001798,-10,0
1001798,-11,X
1001798,-12,X
1001798,-13,X
1001798,-14,X
1001798,-15,X
1001798,-16,1
1001798,-17,X
1001798,-18,X
1001798,-19,1
1001799,0,2
1001799,-1,2
1001799,-2,X
1001799,-3,C
1001799,-4,C
1001800,0,0
1001800,-1,C
1001800,-2,C
1001800,-3,C
1001800,-4,C
1001800,-5,1
1001800,-6,2
1001800,-7,C
1001800,-8,X
1001800,-9,X
1001800,-10,0
1001800,-11,C
1001800,-12,0
1001800,-13,C
1001801,0,C
1001801,-1,X
1001801,-2,2
1001801,-3,3
1001801,-4,1
1001801,-5,C
1001801,-6,2
1001801,-7,C
1001801,-8,0
1001801,-9,1
1001801,-10,X
1001801,-11,X
1001801,-12,0
1001801,-13,1
1001801,-14,X
1001801,-15,X
1001801,-16,X
1001801,-17,X
1001801,-18,C
1001801,-19,X
1001801,-20,X
1001801,-21,2
1001801,-22,X
1001801,-23,2
1001802,0,C
1001802,-1,0
1001802,-2,X
1001802,-3,X
1001802,-4,C
1001802,-5,1
1001803,0,X
1001803,-1,X
1001803,-2,X
1001803,-3,0
1001803,-4,0
1001803,-5,C
1001803,-6,X
1001803,-7,0
1001803,-8,X
1001803,-9,C
1001803,-10,C
1001803,-11,0
1001803,-12,C
1001803,-13,X
1001803,-14,0
1001803,-15,X
1001803,-16,C
1001804,0,C
1001804,-1,X
1001804,-2,C
1001804,-3,X
1001804,-4,C
1001804,-5,C
1001804,-6,0
1001804,-7,0
1001804,-8,C
1001804,-9,X
1001804,-10,0
1001805,0,C
1001805,-1,1
1001805,-2,X
1001805,-3,C
1001805,-4,X
1001806,0,X
1001806,-1,X
1001806,-2,C
1001806,-3,1
1001806,-4,C
1001806,-5,0
1001806,-6,X
1001806,-7,X
1001806,-8,0
1001806,-9,X
1001806,-10,X
1001807,0,C
1001807,-1,C
1001807,-2,X
1001807,-3,X
1001807,-4,2
1001807,-5,C
1001807,-6,C
1001807,-7,X
1001807,-8,1
1001807,-9,C
1001807,-10,0
1001807,-11,X
1001807,-12,0
1001807,-13,X
1001807,-14,2
1001807,-15,0
1001807,-16,C
1001808,0,C
1001808,-1,X
1001808,-2,0
1001808,-3,C
1001808,-4,X
1001808,-5,0
1001808,-6,X
1001808,-7,X
1001808,-8,C
1001808,-9,X
1001809,0,1
1001809,-1,C
1001809,-2,X
1001809,-3,0
1001809,-4,X
1001809,-5,C
1001809,-6,C
1001809,-7,0
1001809,-8,C
1001809,-9,X
1001809,-10,C
1001809,-11,C
1001809,-12,0
1001809,-13,C
1001809,-14,X
1001809,-15,X
1001809,-16,1
1001809,-17,X
1001809,-18,0
1001810,0,0
1001810,-1,C
1001810,-2,3
1001810,-3,X
1001810,-4,X
1001810,-5,0
1001810,-6,C
1001810,-7,C
1001810,-8,X
1001810,-9,X
1001810,-10,X
1001810,-11,C
1001810,-12,1
1001811,0,0
1001811,-1,0
1001811,-2,0
1001811,-3,1
1001811,-4,X
1001811,-5,X
1001811,-6,X
1001811,-7,0
1001811,-8,X
1001812,0,C
1001812,-1,X
1001812,-2,3
1001813,0,X
1001813,-1,C
1001813,-2,0
1001813,-3,C
1001813,-4,X
1001813,-5,C
1001813,-6,X
1001813,-7,1
1001813,-8,C
1001813,-9,0
1001813,-10,C
1001813,-11,0
1001813,-12,C
1001813,-13,X
1001813,-14,1
1001813,-15,X
1001813,-16,0
1001814,0,X
1001814,-1,2
1001814,-2,X
1001814,-3,X
1001814,-4,C
1001814,-5,X
1001814,-6,C
1001814,-7,1
1001814,-8,1
1001814,-9,0
1001814,-10,C
1001814,-11,2
1001814,-12,2
1001814,-13,2
1001815,0,C
1001815,-1,X
1001815,-2,X
1001815,-3,0
1001815,-4,X
1001815,-5,C
1001815,-6,0
1001815,-7,0
1001815,-8,0
1001815,-9,X
1001815,-10,X
1001815,-11,C
1001815,-12,C
1001815,-13,C
1001815,-14,X
1001815,-15,0
1001815,-16,C
1001816,0,C
1001816,-1,C
1001816,-2,C
1001816,-3,C
1001816,-4,C
1001816,-5,X
1001816,-6,X
1001816,-7,0
1001816,-8,C
1001816,-9,C
1001816,-10,X
1001816,-11,X
1001816,-12,C
1001816,-13,C
1001816,-14,C
1001816,-15,X
1001816,-16,X
1001816,-17,C
1001816,-18,X
1001816,-19,C
1001816,-20,C
1001816,-21,C
1001816,-22,X
1001816,-23,C
1001817,0,C
1001817,-1,X
1001817,-2,C
1001817,-3,C
1001817,-4,X
1001817,-5,0
1001817,-6,0
1001817,-7,C
1001817,-8,X
1001817,-9,1
1001817,-10,C
1001817,-11,C
1001817,-12,X
1001817,-13,C
1001817,-14,X
1001817,-15,X
1001817,-16,X
1001817,-17,C
1001817,-18,C
1001817,-19,C
1001817,-20,X
1001817,-21,0
1001817,-22,X
1001818,0,C
1001818,-1,C
1001818,-2,C
1001818,-3,X
1001819,0,X
1001819,-1,X
1001819,-2,2
1001819,-3,1
1001819,-4,C
1001819,-5,X
1001819,-6,1
1001819,-7,C
1001819,-8,X
1001819,-9,X
1001819,-10,4
1001819,-11,X
1001819,-12,2
1001820,0,X
1001820,-1,1
1001820,-2,1
1001820,-3,C
1001820,-4,1
1001820,-5,C
1001820,-6,X
1001820,-7,C
1001820,-8,X
1001820,-9,C
1001820,-10,0
1001820,-11,C
1001821,0,0
1001821,-1,C
1001821,-2,1
1001821,-3,C
1001821,-4,0
1001821,-5,C
1001821,-6,0
1001822,0,X
1001822,-1,X
1001822,-2,C
1001822,-3,X
1001822,-4,0
1001822,-5,0
1001823,0,X
1001823,-1,1
1001823,-2,X
1001823,-3,C
1001823,-4,C
1001823,-5,C
1001823,-6,C
1001823,-7,0
1001823,-8,C
1001823,-9,C
1001823,-10,X
1001824,0,1
1001824,-1,1
1001824,-2,C
1001824,-3,0
1001824,-4,1
1001824,-5,C
1001824,-6,1
1001824,-7,C
1001824,-8,C
1001824,-9,0
1001824,-10,C
1001824,-11,0
1001824,-12,1
1001824,-13,X
1001824,-14,X
1001824,-15,X
1001824,-16,C
1001824,-17,C
1001824,-18,X
1001824,-19,1
1001824,-20,X
1001824,-21,C
1001824,-22,C
1001825,0,0
1001825,-1,C
1001825,-2,0
1001825,-3,X
1001825,-4,C
1001825,-5,C
1001825,-6,X
1001825,-7,0
1001825,-8,X
1001825,-9,1
1001825,-10,C
1001825,-11,C
1001825,-12,1
1001825,-13,C
1001825,-14,0
1001825,-15,C
1001825,-16,C
1001825,-17,X
1001825,-18,1
1001825,-19,X
1001826,0,C
1001826,-1,1
1001826,-2,X
1001826,-3,C
1001827,0,C
1001827,-1,C
1001827,-2,X
1001827,-3,0
1001827,-4,C
1001827,-5,C
1001827,-6,0
1001827,-7,0
1001827,-8,C
1001827,-9,0
1001827,-10,C
1001827,-11,C
1001827,-12,C
1001827,-13,0
1001828,0,1
1001828,-1,2
1001828,-2,2
1001828,-3,X
1001828,-4,X
1001828,-5,X
1001828,-6,X
1001828,-7,X
1001828,-8,X
1001828,-9,C
1001828,-10,1
1001828,-11,C
1001828,-12,2
1001828,-13,5
1001829,0,C
1001829,-1,C
1001829,-2,C
1001829,-3,1
1001830,0,1
1001830,-1,C
1001830,-2,C
1001830,-3,X
1001830,-4,X
1001830,-5,X
1001830,-6,X
1001830,-7,C
1001830,-8,C
1001830,-9,1
1001830,-10,1
1001830,-11,X
1001830,-12,1
1001830,-13,0
1001830,-14,0
1001830,-15,0
1001830,-16,0
1001830,-17,X
1001830,-18,C
1001830,-19,X
1001830,-20,X
1001831,0,0
1001831,-1,1
1001831,-2,C
1001831,-3,0
1001831,-4,0
1001831,-5,C
1001831,-6,X
1001831,-7,X
1001831,-8,1
1001831,-9,X
1001832,0,X
1001832,-1,X
1001832,-2,C
1001832,-3,X
1001832,-4,X
1001832,-5,X
1001832,-6,C
1001832,-7,0
1001832,-8,1
1001832,-9,C
1001832,-10,X
1001832,-11,C
1001832,-12,C
1001832,-13,C
1001832,-14,C
1001832,-15,0
1001833,0,X
1001833,-1,C
1001833,-2,X
1001833,-3,C
1001833,-4,1
1001833,-5,C
1001833,-6,0
1001833,-7,0
1001833,-8,0
1001833,-9,X
1001834,0,X
1001834,-1,C
1001834,-2,0
1001834,-3,3
1001834,-4,X
1001834,-5,2
1001834,-6,2
1001835,0,X
1001835,-1,C
1001835,-2,1
1001835,-3,X
1001835,-4,X
1001835,-5,C
1001835,-6,C
1001835,-7,0
1001835,-8,C
1001835,-9,C
1001835,-10,X
1001835,-11,X
1001835,-12,1
1001835,-13,C
1001835,-14,1
1001835,-15,X
1001835,-16,C
1001835,-17,X
1001835,-18,X
1001835,-19,0
1001835,-20,X
1001835,-21,C
1001835,-22,C
1001835,-23,C
1001836,0,C
1001836,-1,C
1001836,-2,0
1001836,-3,X
1001836,-4,X
1001836,-5,1
1001837,0,X
1001837,-1,C
1001837,-2,1
1001837,-3,X
1001837,-4,X
1001837,-5,2
1001837,-6,C
1001838,0,C
1001838,-1,C
1001838,-2,0
1001838,-3,C
1001838,-4,C
1001838,-5,1
1001838,-6,0
1001838,-7,3
1001838,-8,X
1001838,-9,C
1001838,-10,X
1001838,-11,X
1001838,-12,X
1001838,-13,X
1001838,-14,0
1001838,-15,C
1001838,-16,1
1001838,-17,3
1001838,-18,C
1001839,0,C
1001839,-1,X
1001839,-2,1
1001839,-3,0
1001839,-4,C
1001839,-5,X
1001839,-6,5
1001839,-7,C
1001839,-8,0
1001839,-9,C
1001839,-10,C
1001840,0,0
1001840,-1,X
1001840,-2,X
1001841,0,0
1001841,-1,2
1001841,-2,X
1001841,-3,3
1001841,-4,X
1001841,-5,C
1001841,-6,C
1001841,-7,2
1001841,-8,0
1001841,-9,X
1001841,-10,X
1001841,-11,X
1001841,-12,X
1001841,-13,X
1001841,-14,0
1001841,-15,0
1001841,-16,X
1001841,-17,X
1001841,-18,X
1001842,0,C
1001842,-1,C
1001842,-2,C
1001842,-3,X
1001842,-4,X
1001842,-5,X
1001842,-6,C
1001842,-7,C
1001842,-8,C
1001842,-9,X
1001842,-10,C
1001842,-11,C
1001842,-12,X
1001842,-13,C
1001842,-14,X
1001842,-15,X
1001842,-16,1
1001842,-17,0
1001842,-18,C
1001843,0,C
1001843,-1,X
1001843,-2,X
1001843,-3,X
1001844,0,0
1001844,-1,X
1001844,-2,X
1001844,-3,X
1001844,-4,C
1001844,-5,C
1001844,-6,1
1001844,-7,C
1001844,-8,0
1001844,-9,X
1001844,-10,C
1001844,-11,0
1001844,-12,X
1001844,-13,C
1001844,-14,0
1001844,-15,X
1001844,-16,1
1001844,-17,0
1001844,-18,C
1001844,-19,C
1001844,-20,C
1001844,-21,C
1001844,-22,0
1001845,0,X
1001845,-1,C
1001845,-2,C
1001845,-3,C
1001845,-4,X
1001845,-5,X
1001845,-6,0
1001845,-7,0
1001845,-8,X
1001845,-9,C
1001845,-10,C
1001845,-11,X
1001845,-12,0
1001846,0,X
1001846,-1,X
1001846,-2,X
1001846,-3,0
1001846,-4,0
1001846,-5,C
1001846,-6,X
1001846,-7,X
1001846,-8,C
1001846,-9,1
1001846,-10,C
1001846,-11,2
1001846,-12,X
1001846,-13,C
1001846,-14,X
1001846,-15,3
1001847,0,0
1001847,-1,C
1001847,-2,C
1001847,-3,C
1001847,-4,0
1001847,-5,1
1001847,-6,X
1001847,-7,C
1001847,-8,C
1001848,0,0
1001848,-1,0
1001848,-2,0
1001848,-3,C
1001848,-4,0
1001848,-5,0
1001848,-6,0
1001848,-7,C
1001848,-8,C
1001848,-9,X
1001849,0,0
1001849,-1,1
1001849,-2,C
1001849,-3,C
1001849,-4,C
1001849,-5,1
1001849,-6,0
1001849,-7,C
1001849,-8,0
1001849,-9,X
1001849,-10,X
1001849,-11,C
1001849,-12,X
1001849,-13,X
1001849,-14,C
1001849,-15,X
1001850,0,C
1001850,-1,X
1001850,-2,C
1001850,-3,0
1001850,-4,X
1001850,-5,X
1001850,-6,C
1001850,-7,X
1001850,-8,X
1001850,-9,0
1001850,-10,C
1001850,-11,0
1001850,-12,C
1001850,-13,X
1001850,-14,1
1001850,-15,C
1001850,-16,0
1001850,-17,X
1001850,-18,C
1001850,-19,X
1001850,-20,C
1001850,-21,C
1001851,0,C
1001851,-1,X
1001851,-2,C
1001851,-3,X
1001851,-4,C
1001851,-5,0
1001851,-6,C
1001851,-7,X
1001851,-8,0
1001851,-9,C
1001851,-10,0
1001852,0,0
1001852,-1,C
1001852,-2,1
1001852,-3,0
1001853,0,C
1001853,-1,0
1001853,-2,C
1001853,-3,0
1001853,-4,0
1001853,-5,X
1001853,-6,X
1001853,-7,X
1001853,-8,C
1001853,-9,0
1001853,-10,C
1001854,0,X
1001854,-1,C
1001854,-2,0
1001854,-3,2
1001854,-4,3
1001854,-5,C
1001854,-6,2
1001854,-7,X
1001854,-8,C
1001854,-9,X
1001855,0,3
1001855,-1,X
1001855,-2,C
1001855,-3,X
1001856,0,X
1001856,-1,2
1001856,-2,0
1001856,-3,X
1001856,-4,1
1001856,-5,1
1001856,-6,0
1001856,-7,2
1001856,-8,C
1001856,-9,0
1001856,-10,X
1001856,-11,C
1001856,-12,2
1001856,-13,0
1001856,-14,C
1001856,-15,X
1001856,-16,3
1001856,-17,X
1001856,-18,X
1001856,-19,3
1001857,0,0
1001857,-1,0
1001857,-2,X
1001857,-3,1
1001857,-4,X
1001857,-5,C
1001857,-6,0
1001857,-7,C
1001857,-8,X
1001857,-9,X
1001857,-10,C
1001857,-11,C
1001857,-12,X
1001857,-13,C
1001857,-14,1
1001857,-15,X
1001857,-16,1
1001857,-17,X
1001857,-18,X
1001857,-19,C
1001858,0,X
1001858,-1,C
1001858,-2,X
1001858,-3,0
1001858,-4,1
1001858,-5,C
1001858,-6,C
1001858,-7,X
1001858,-8,C
1001858,-9,2
1001859,0,0
1001859,-1,0
1001859,-2,X
1001859,-3,X
1001859,-4,1
1001859,-5,C
1001859,-6,1
1001859,-7,1
1001859,-8,X
1001859,-9,0
1001860,0,0
1001860,-1,X
1001860,-2,C
1001860,-3,X
1001860,-4,1
1001860,-5,C
1001860,-6,C
1001860,-7,X
1001860,-8,X
1001861,0,0
1001861,-1,C
1001861,-2,X
1001861,-3,X
1001861,-4,1
1001862,0,1
1001862,-1,0
1001862,-2,X
1001862,-3,0
1001862,-4,0
1001862,-5,C
1001862,-6,X
1001862,-7,X
1001863,0,C
1001863,-1,C
1001863,-2,X
1001863,-3,C
1001863,-4,C
1001863,-5,X
1001863,-6,X
1001863,-7,X
1001863,-8,C
1001863,-9,X
1001863,-10,X
1001863,-11,0
1001864,0,X
1001864,-1,C
1001864,-2,X
1001864,-3,C
1001864,-4,C
1001864,-5,X
1001864,-6,X
1001864,-7,C
1001864,-8,0
1001864,-9,X
1001865,0,C
1001865,-1,C
1001865,-2,X
1001865,-3,C
1001865,-4,C
1001865,-5,X
1001865,-6,0
1001865,-7,C
1001865,-8,C
1001865,-9,X
1001865,-10,1
1001865,-11,X
1001865,-12,X
1001865,-13,0
1001865,-14,0
1001865,-15,C
1001865,-16,1
1001865,-17,C
1001865,-18,X
1001865,-19,0
1001865,-20,C
1001866,0,X
1001866,-1,X
1001866,-2,C
1001866,-3,X
1001866,-4,0
1001866,-5,1
1001866,-6,X
1001866,-7,C
1001866,-8,0
1001866,-9,C
1001866,-10,0
1001866,-11,1
1001866,-12,C
1001866,-13,C
1001866,-14,C
1001866,-15,C
1001866,-16,X
1001866,-17,X
1001866,-18,1
1001866,-19,C
1001866,-20,X
1001867,0,X
1001867,-1,X
1001867,-2,0
1001867,-3,X
1001867,-4,0
1001867,-5,X
1001868,0,0
1001868,-1,1
1001868,-2,1
1001868,-3,C
1001868,-4,C
1001868,-5,C
1001868,-6,C
1001868,-7,X
1001869,0,0
1001869,-1,0
1001869,-2,X
1001869,-3,C
1001869,-4,X
1001869,-5,0
1001869,-6,1
1001869,-7,C
1001869,-8,X
1001869,-9,X
1001869,-10,C
1001869,-11,X
1001869,-12,X
1001869,-13,X
1001869,-14,X
1001869,-15,C
1001869,-16,1
1001869,-17,C
1001869,-18,X
1001869,-19,C
1001869,-20,C
1001869,-21,0
1001869,-22,C
1001870,0,C
1001870,-1,X
1001870,-2,X
1001870,-3,C
1001870,-4,1
1001870,-5,1
1001870,-6,C
1001870,-7,0
1001870,-8,C
1001870,-9,X
1001870,-10,C
1001870,-11,C
1001870,-12,1
1001870,-13,0
1001870,-14,X
1001870,-15,0
1001870,-16,C
1001870,-17,X
1001871,0,C
1001871,-1,C
1001871,-2,1
1001871,-3,C
1001871,-4,X
1001871,-5,C
1001871,-6,X
1001871,-7,1
1001871,-8,0
1001871,-9,C
1001871,-10,X
1001871,-11,C
1001871,-12,C
1001871,-13,C
1001872,0,X
1001872,-1,0
1001872,-2,C
1001872,-3,X
1001872,-4,C
1001872,-5,C
1001872,-6,0
1001872,-7,C
1001872,-8,0
1001872,-9,C
1001872,-10,X
1001872,-11,C
1001872,-12,0
1001872,-13,C
1001872,-14,C
1001872,-15,X
1001872,-16,C
1001872,-17,1
1001872,-18,X
1001873,0,X
1001873,-1,X
1001873,-2,0
1001873,-3,0
1001873,-4,1
1001873,-5,C
1001873,-6,C
1001874,0,C
1001874,-1,C
1001874,-2,3
1001874,-3,C
1001874,-4,2
1001874,-5,C
1001874,-6,C
1001874,-7,C
1001874,-8,1
1001874,-9,C
1001874,-10,C
1001874,-11,3
1001874,-12,2
1001874,-13,X
1001874,-14,2
1001874,-15,0
1001875,0,C
1001875,-1,X
1001875,-2,X
1001875,-3,C
1001875,-4,X
1001875,-5,C
1001875,-6,C
1001875,-7,X
1001875,-8,X
1001875,-9,C
1001875,-10,X
1001875,-11,C
1001875,-12,X
1001876,0,1
1001876,-1,X
1001876,-2,C
1001876,-3,2
1001876,-4,5
1001876,-5,X
1001876,-6,X
1001876,-7,0
1001876,-8,X
1001876,-9,0
1001876,-10,X
1001876,-11,3
1001876,-12,C
1001876,-13,C
1001876,-14,X
1001876,-15,2
1001876,-16,X
1001876,-17,X
1001876,-18,X
1001876,-19,5
1001876,-20,X
1001877,0,C
1001877,-1,C
1001877,-2,2
1001877,-3,X
1001877,-4,X
1001877,-5,X
1001877,-6,C
1001877,-7,2
1001877,-8,X
1001877,-9,0
1001877,-10,4
1001877,-11,4
1001877,-12,X
1001877,-13,1
1001877,-14,X
1001877,-15,X
1001877,-16,C
1001877,-17,X
1001877,-18,C
1001877,-19,C
1001877,-20,X
1001877,-21,0
1001877,-22,C
1001877,-23,3
1001878,0,X
1001878,-1,X
1001878,-2,C
1001878,-3,X
1001878,-4,C
1001878,-5,X
1001878,-6,1
1001878,-7,C
1001878,-8,X
1001878,-9,C
1001878,-10,C
1001878,-11,C
1001878,-12,C
1001878,-13,X
1001878,-14,1
1001879,0,X
1001879,-1,X
1001879,-2,0
1001879,-3,1
1001879,-4,X
1001879,-5,X
1001879,-6,X
1001879,-7,1
1001879,-8,0
1001879,-9,X
1001879,-10,X
1001879,-11,X
1001879,-12,C
1001879,-13,C
1001879,-14,1
1001879,-15,C
1001879,-16,X
1001879,-17,C
1001879,-18,1
1001879,-19,X
1001880,0,C
1001880,-1,C
1001880,-2,X
1001880,-3,X
1001880,-4,C
1001880,-5,0
1001880,-6,X
1001880,-7,X
1001880,-8,C
1001880,-9,C
1001880,-10,1
1001880,-11,C
1001880,-12,0
1001880,-13,0
1001880,-14,C
1001880,-15,C
1001881,0,C
1001881,-1,0
1001881,-2,C
1001881,-3,C
1001881,-4,1
1001881,-5,X
1001881,-6,C
1001881,-7,1
1001881,-8,X
1001881,-9,C
1001881,-10,0
1001881,-11,C
1001882,0,0
1001882,-1,0
1001882,-2,1
1001882,-3,C
1001882,-4,X
1001882,-5,X
1001883,0,0
1001883,-1,C
1001883,-2,0
1001883,-3,C
1001883,-4,C
1001883,-5,1
1001883,-6,0
1001883,-7,C
1001883,-8,C
1001883,-9,X
1001883,-10,0
1001883,-11,0
1001883,-12,0
1001883,-13,C
1001883,-14,X
1001883,-15,X
1001883,-16,X
1001883,-17,C
1001883,-18,C
1001883,-19,X
1001884,0,X
1001884,-1,C
1001884,-2,X
1001884,-3,C
1001884,-4,C
1001884,-5,1
1001884,-6,C
1001884,-7,C
1001884,-8,C
1001884,-9,C
1001885,0,C
1001885,-1,X
1001885,-2,C
1001885,-3,X
1001885,-4,0
1001885,-5,C
1001885,-6,C
1001885,-7,X
1001885,-8,X
1001885,-9,X
1001885,-10,C
1001885,-11,1
1001885,-12,0
1001885,-13,0
1001885,-14,X
1001885,-15,X
1001885,-16,1
1001886,0,C
1001886,-1,0
1001886,-2,C
1001886,-3,C
1001886,-4,0
1001886,-5,0
1001886,-6,1
1001886,-7,C
1001886,-8,C
1001886,-9,0
1001886,-10,X
1001886,-11,X
1001886,-12,X
1001886,-13,X
1001886,-14,0
1001886,-15,C
1001886,-16,C
1001886,-17,X
1001886,-18,C
1001886,-19,0
1001886,-20,1
1001886,-21,C
1001887,0,C
1001887,-1,C
1001887,-2,X
1001887,-3,X
1001887,-4,C
1001887,-5,C
1001887,-6,C
1001887,-7,1
1001887,-8,X
1001887,-9,X
1001887,-10,C
1001887,-11,X
1001887,-12,C
1001887,-13,0
1001887,-14,C
1001887,-15,1
1001887,-16,C
1001887,-17,0
1001887,-18,X
1001887,-19,C
1001887,-20,1
1001888,0,C
1001888,-1,C
1001888,-2,0
1001888,-3,C
1001888,-4,C
1001888,-5,X
1001888,-6,C
1001888,-7,0
1001888,-8,X
1001888,-9,1
1001888,-10,C
1001888,-11,C
1001888,-12,X
1001888,-13,C
1001888,-14,C
1001888,-15,0
1001888,-16,C
1001888,-17,0
1001888,-18,1
1001888,-19,0
1001888,-20,C
1001888,-21,C
1001888,-22,1
1001889,0,C
1001889,-1,X
1001889,-2,C
1001889,-3,X
1001889,-4,X
1001889,-5,1
1001889,-6,C
1001890,0,3
1001890,-1,C
1001890,-2,C
1001890,-3,2
1001890,-4,X
1001890,-5,X
1001890,-6,2
1001890,-7,X
1001890,-8,X
1001890,-9,2
1001890,-10,2
1001890,-11,C
1001890,-12,4
1001890,-13,C
1001890,-14,X
1001890,-15,C
1001890,-16,C
1001891,0,0
1001891,-1,X
1001891,-2,0
1001891,-3,0
1001891,-4,X
1001891,-5,C
1001891,-6,1
1001891,-7,X
1001891,-8,X
1001891,-9,0
1001891,-10,1
1001891,-11,C
1001891,-12,0
1001891,-13,X
1001891,-14,X
1001891,-15,C
1001891,-16,X
1001891,-17,C
1001891,-18,0
1001892,0,X
1001892,-1,0
1001892,-2,C
1001892,-3,C
1001892,-4,0
1001892,-5,X
1001892,-6,X
1001892,-7,C
1001892,-8,C
1001892,-9,C
1001892,-10,0
1001892,-11,0
1001892,-12,0
1001892,-13,C
1001892,-14,C
1001892,-15,C
1001892,-16,X
1001892,-17,X
1001892,-18,0
1001892,-19,X
1001892,-20,C
1001893,0,C
1001893,-1,X
1001893,-2,C
1001893,-3,X
1001893,-4,X
1001893,-5,X
1001893,-6,0
1001893,-7,C
1001893,-8,1
1001893,-9,C
1001893,-10,X
1001893,-11,X
1001893,-12,C
1001893,-13,1
1001893,-14,X
1001893,-15,X
1001893,-16,X
1001893,-17,0
1001893,-18,X
1001893,-19,X
1001893,-20,C
1001894,0,C
1001894,-1,C
1001894,-2,X
1001894,-3,1
1001894,-4,X
1001894,-5,C
1001895,0,X
1001895,-1,1
1001895,-2,X
1001895,-3,C
1001895,-4,1
1001895,-5,C
1001895,-6,X
1001895,-7,C
1001895,-8,C
1001895,-9,X
1001895,-10,0
1001895,-11,C
1001895,-12,C
1001895,-13,X
1001895,-14,X
1001895,-15,X
1001896,0,0
1001896,-1,0
1001896,-2,X
1001896,-3,C
1001896,-4,X
1001896,-5,X
1001897,0,C
1001897,-1,X
1001897,-2,X
1001897,-3,1
1001897,-4,C
1001897,-5,C
1001897,-6,X
1001897,-7,X
1001897,-8,0
